Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB)
63.65497520870293,0.02418438404015171,20.36357483971316
68.23149362095253,0.02128743409698336,20.37011074720799
73.13704398567695,0.02197542513181117,20.37139460218659
78.39528228237796,0.02085772435239213,20.37426354619635
84.031565253544,0.02064399469957677,20.37627739137751
90.0730726821795,0.01930987879368832,20.377936254627
96.54893846056295,0.019009753618183,20.38031742173517
103.4903910822822,0.02412920701060862,20.37764873433453
110.9309042350422,0.02442120972455322,20.37777151361555
118.9063582204481,0.02134550890798696,20.38204238518712
127.4552129791727,0.02210930679678987,20.38537331883277
136.6186935558902,0.05185675376697765,20.35458599678473
146.440988898337,0.0512207161209851,20.3555830369568
156.9694649491711,0.05926499753849578,20.34674319295858
168.254893058216,-0.002919700028861495,20.4139498127498
180.3516948165602,0.01181346209886875,20.39773309402491
193.3182044931764,0.02587522030210131,20.38282532629832
207.2169503395984,0.02431124667431046,20.38672446530489
222.1149561191954,0.03142979634832981,20.3798974300997
238.0840643151014,0.01703147003581655,20.39779538044679
255.2012825754003,0.0270262062458135,20.38399623718775
273.5491550662271,0.01183761902568829,20.399858089266
293.2161605235591,0.03398784019367748,20.37970237429341
314.2971389232133,0.01996664021137649,20.39091562205929
336.8937488265787,0.009680617491782357,20.40457764069365
361.1149576075349,0.003215742560664195,20.40924862117341
387.0775669245781,0.05436223129108962,20.36366003282453
414.9067759721203,0.01869035530643829,20.3946292231133
444.7367852271372,0.02563877156272027,20.39060013238405
476.7114436025979,0.03957512776498555,20.37563232102446
510.9849421284298,0.03303853864748187,20.38084943461773
547.7225575051663,0.0332753524531947,20.38412506916859
587.1014491158903,0.04733398386598032,20.37277669026061
629.311513339902,0.04070914159099667,20.37332633455214
674.5562992878662,0.04775120782089726,20.37011030486643
723.0539903743551,0.03592098148106995,20.37051288405891
775.0384564612474,0.04847946596892274,20.35762723036518
830.7603816456825,0.04374964029632378,20.36476240762945
890.4884731311233,0.05982915668244444,20.35124637879509
954.5107570110398,0.05443624180935237,20.3471945651896
1023.135967213841,0.06215804519614788,20.33467687681569
1096.695034306976,0.05738046836474667,20.3481281903252
1175.542681339636,0.0927712849547216,20.30724551161169
1260.059134419653,0.06644753282310825,20.32510042306786
1350.651956273529,0.0931324573820641,20.29929308336613
1447.758011631502,0.08966402400027354,20.2907529264513
1551.84557391536,0.1600849116786525,20.22467517471391
1663.416583388012,0.1298694859247613,20.24506205807192
1783.009067654279,0.1330088187887162,20.23544943138251
1911.199736185278,0.1746592736883301,20.18645664728045
2048.606761377908,0.1779108234761574,20.17558232520945
2195.892759560546,0.2088374726255179,20.13068780834115
2353.767986320203,0.2271674914772108,20.11351445992653
2522.993761559922,0.2193978788749009,20.10680787319442
2704.386140803065,0.2581247310982322,20.05045990015422
2898.819850448524,0.2822853075272208,20.01978975646415
3107.232505953859,0.2909254177205975,19.98841595899944
3330.629133287617,0.3343456802968059,19.93072353314694
3570.087015454568,0.3729839612699705,19.86807484019498
3826.760887465234,0.3669385236961563,19.84424897609657
4101.888504801368,0.4200505251092728,19.77278259846784
4396.796612230047,0.3758547775499977,19.78298465774667
4712.907341749839,0.4370716838442811,19.68632127330735
5051.745070521674,0.4604371864437196,19.63722488797852
5414.94377185543,0.49824991240224,19.55868184035076
5804.254894700773,0.5090591424952629,19.49206213969654
6221.555809639401,0.5357952731854738,19.42101965048126
6668.858862107798,0.5451005451398742,19.35816054400597
7148.321076507615,0.5690026594828275,19.27615749674191
7662.254557999819,0.565935973548562,19.20189215263414
8213.137642143021,0.5779718076112768,19.11359751503909
8803.626846142721,0.5698101431962654,19.02987075163787
9436.569679343884,0.5796254769585562,18.91825808463001
10115.01837474278,0.562918167612697,18.81594919154938
10842.24460773523,0.5616323823542042,18.69654396530997
11621.75527307957,0.5526486660293568,18.5719158486778
12457.30939615518,0.5275324412985652,18.42815239498558
13352.93626006759,0.5374007098757204,18.25747382579202
14312.9548360145,0.4917639502070293,18.10488100482853
15341.9946106111,0.4800400542767139,17.91755337730924
16445.0179106107,0.4538653053814989,17.71223811672848
17627.34383267616,0.4247719446983517,17.49646588506481
18894.67389359912,0.4046839341293765,17.2425391696403
20253.11952465933,0.3644968457487712,16.98765636731084
21709.23154270976,0.3309302983441275,16.72485996912775
23270.03174010605,0.3101489432089649,16.42309376002509
24943.04674581557,0.264309712181121,16.10475443252171
26736.34432099423,0.2466502581048906,15.75320697736601
28658.57226405918,0.1969034419109902,15.40706640299666
30719.00011286809,0.1559395429434539,15.03518593880405
32927.56384510586,0.1467498882665089,14.63329761075167
35294.91379243642,0.1188031325042949,14.21269699921839
37832.46599947521,0.09943908948789598,13.77642293226588
40552.45727525114,0.07448300160817206,13.33686158459643
43468.00420263064,0.03086514432436697,12.87727037582614
46593.16639026559,0.04360638582633107,12.39709849888129
49943.01427208372,0.006003173304997368,11.90625659875783
53533.70178126966,-0.01842398659855262,11.39362967092388
57382.54424919294,-0.009090416857691099,10.88727380824999
61508.10190493222,-0.04370403445651685,10.37160256633885
65930.26937805624,-0.03954760067629335,9.830111416762021
70670.37163626899,-0.06977381166329356,9.30227906129339
75751.26682055753,-0.01762319550738166,8.724795488309745
81197.45647374445,-0.0643642695116437,8.189803243191108
87035.20369399819,-0.07309519087079669,7.63644137736312
93292.65978307088,-0.04242952540289462,7.0374237383081
100000,-0.05588578898053943,6.474278748938135
